,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestregressor__max_depth,param_randomforestregressor__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5507247447967529,0.06392518328090502,0.07541608810424805,0.011553973625254052,1,1,"{'randomforestregressor__max_depth': 1, 'randomforestregressor__n_estimators': 1}",-0.5410622579470185,-0.5443494980312646,-0.5349579637402848,-0.5369536013108809,-0.5520189495393445,-0.5418684541137587,0.006029075283002017,49,-0.5410159314185051,-0.5403366088977667,-0.5419389476658875,-0.5412881866913424,-0.5377828148257593,-0.5404724978998522,0.0014397224711737151
1,0.7351644039154053,0.03950057400139254,0.06861586570739746,0.026430069964609018,1,5,"{'randomforestregressor__max_depth': 1, 'randomforestregressor__n_estimators': 5}",-0.5369923821237609,-0.5423375068395746,-0.528868627723268,-0.5314640900952077,-0.5437390001025157,-0.5366803213768654,0.005833655820196937,48,-0.537089949563793,-0.5383456173836461,-0.5357004113384076,-0.5361357597526767,-0.531324417865187,-0.535719231180742,0.0023776041591787897
2,0.8705955028533936,0.055011091572290484,0.06861600875854493,0.010332607587636608,1,10,"{'randomforestregressor__max_depth': 1, 'randomforestregressor__n_estimators': 10}",-0.5348822121882253,-0.5400106699263427,-0.5280236359494086,-0.5304952961733383,-0.545124128177782,-0.5357071884830195,0.006230250277786043,47,-0.5356487037528677,-0.5364526355225145,-0.5345989896507628,-0.5353017807395948,-0.5317991878113576,-0.5347602594954195,0.0015962874775253071
3,2.2124907970428467,0.32124653553194005,0.04921126365661621,0.004401001067836812,1,50,"{'randomforestregressor__max_depth': 1, 'randomforestregressor__n_estimators': 50}",-0.5357462229465761,-0.5375777631016394,-0.5283415395180348,-0.5308306831237128,-0.5452478863459168,-0.535548819007176,0.005872532222893224,46,-0.5356148835645894,-0.5346893841797892,-0.5350320768827331,-0.5351491246915326,-0.5316210525514338,-0.5344213043740156,0.001431130588611886
4,3.8770659923553468,0.4138468427487183,0.04721064567565918,0.0027135087371102057,1,100,"{'randomforestregressor__max_depth': 1, 'randomforestregressor__n_estimators': 100}",-0.5354122169358114,-0.5374455413076265,-0.5284313337717477,-0.5309242567116862,-0.5449414934114738,-0.5354309684276691,0.005723884638635441,43,-0.5353866314160842,-0.5344366997959517,-0.5353222397427739,-0.5350642335655489,-0.5315720898386007,-0.5343563788717919,0.0014320672236871673
5,16.063193225860594,0.4641130275844686,0.08161845207214355,0.001497013270711104,1,500,"{'randomforestregressor__max_depth': 1, 'randomforestregressor__n_estimators': 500}",-0.5351400527398256,-0.5368711555491552,-0.5290000156907504,-0.5307964644442091,-0.5457482698887648,-0.535511191662541,0.0058550675788000455,45,-0.5352119641058533,-0.5338188038571376,-0.5359086626989322,-0.5349493710732732,-0.5319028852033189,-0.534358337387703,0.0014001321239410147
6,31.551059341430665,0.6886208472517045,0.1426316738128662,0.009501071111755561,1,1000,"{'randomforestregressor__max_depth': 1, 'randomforestregressor__n_estimators': 1000}",-0.5349876836906458,-0.5370592782257048,-0.5288553472682316,-0.530754577691228,-0.5456737172219319,-0.5354661208195484,0.0058798476598951,44,-0.5349684770012284,-0.5340720275885014,-0.5358128321010556,-0.5349213754964147,-0.5319397248980757,-0.5343428874170552,0.0013217642224814523
7,0.3682823181152344,0.015500492702909022,0.03220710754394531,0.0017206563211904047,5,1,"{'randomforestregressor__max_depth': 5, 'randomforestregressor__n_estimators': 1}",-0.34144623602304297,-0.33673427763983177,-0.34818174712054556,-0.3295173006437338,-0.3405101636418844,-0.33927794501380765,0.006119443811859771,42,-0.3295447102924199,-0.32592588912168713,-0.33010055250805703,-0.33139682346479793,-0.3272735990303396,-0.3288483148834603,0.0019782954265919117
8,0.9316081047058106,0.019005326885659184,0.03200716972351074,0.003347209698316859,5,5,"{'randomforestregressor__max_depth': 5, 'randomforestregressor__n_estimators': 5}",-0.31308671972696234,-0.3160028120943145,-0.31921809519424016,-0.30406593772080864,-0.314713482016335,-0.31341740935053214,0.005090607924966398,41,-0.3049244569501145,-0.3059060669463646,-0.30401184093504063,-0.3063352179110463,-0.3007498498849022,-0.30438548652549363,0.001988042817468321
9,1.6517689228057861,0.047236108884385467,0.031807231903076175,0.001166473880076771,5,10,"{'randomforestregressor__max_depth': 5, 'randomforestregressor__n_estimators': 10}",-0.3072049965152428,-0.30948225915532684,-0.3156892163947894,-0.29871059315680426,-0.311376041344095,-0.3084926213132516,0.005629041257164962,40,-0.2992743504520103,-0.2977239549908874,-0.3001109030584114,-0.3031126049351578,-0.29764564221773737,-0.29957349113084086,0.002002049380523932
10,7.367047595977783,0.20793001369551656,0.03880882263183594,0.0009800558245330296,5,50,"{'randomforestregressor__max_depth': 5, 'randomforestregressor__n_estimators': 50}",-0.30531256527557904,-0.307123027449481,-0.31545685278195773,-0.29064404805833816,-0.30791666946224827,-0.3052906326055208,0.008100971460913087,39,-0.2975252951829614,-0.2951557258210753,-0.2991701967962193,-0.2943051864647579,-0.29517872923362065,-0.2962670266997269,0.0018044297886167437
