,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestclassifier__max_depth,param_randomforestclassifier__max_features,param_randomforestclassifier__min_samples_leaf,param_randomforestclassifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
47,0.39195268154144286,0.012954406281783331,0.022674703598022462,0.006563143459453473,1,2,10,500,"{'randomforestclassifier__max_depth': 1, 'randomforestclassifier__max_features': 2, 'randomforestclassifier__min_samples_leaf': 10, 'randomforestclassifier__n_estimators': 500}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,541
48,0.7445590496063232,0.06358030220877617,0.03825554847717285,0.0058009497429662065,1,2,10,1000,"{'randomforestclassifier__max_depth': 1, 'randomforestclassifier__max_features': 2, 'randomforestclassifier__min_samples_leaf': 10, 'randomforestclassifier__n_estimators': 1000}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,541
49,0.01022326946258545,0.002882567247918318,0.002070975303649902,0.0012368024494987333,1,2,20,1,"{'randomforestclassifier__max_depth': 1, 'randomforestclassifier__max_features': 2, 'randomforestclassifier__min_samples_leaf': 20, 'randomforestclassifier__n_estimators': 1}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,541
50,0.01552441120147705,0.0028341063749446746,0.0030141353607177736,0.0015239768906942829,1,2,20,5,"{'randomforestclassifier__max_depth': 1, 'randomforestclassifier__max_features': 2, 'randomforestclassifier__min_samples_leaf': 20, 'randomforestclassifier__n_estimators': 5}",0.6495098039215687,0.5202762923351159,0.5,0.5202762923351159,0.5,0.5,0.5,0.5303030303030303,0.5278520499108734,0.5,0.5248217468805704,0.04325304229546997,513
51,0.01724855899810791,0.005358613669706814,0.002092719078063965,0.00013212435107882471,1,2,20,10,"{'randomforestclassifier__max_depth': 1, 'randomforestclassifier__max_features': 2, 'randomforestclassifier__min_samples_leaf': 20, 'randomforestclassifier__n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,541
52,0.04787113666534424,0.007918424819139389,0.0037552595138549806,0.0011092448877659112,1,2,20,50,"{'randomforestclassifier__max_depth': 1, 'randomforestclassifier__max_features': 2, 'randomforestclassifier__min_samples_leaf': 20, 'randomforestclassifier__n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,541
53,0.089020037651062,0.009050948072146374,0.00519404411315918,0.0012592316775277132,1,2,20,100,"{'randomforestclassifier__max_depth': 1, 'randomforestclassifier__max_features': 2, 'randomforestclassifier__min_samples_leaf': 20, 'randomforestclassifier__n_estimators': 100}",0.5,0.5075757575757576,0.5075757575757576,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5015151515151516,0.0030303030303030277,537
54,0.38153011798858644,0.024996965278153444,0.021445393562316895,0.005657420618195926,1,2,20,500,"{'randomforestclassifier__max_depth': 1, 'randomforestclassifier__max_features': 2, 'randomforestclassifier__min_samples_leaf': 20, 'randomforestclassifier__n_estimators': 500}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,541
55,0.7633461236953736,0.05584295588494385,0.03928987979888916,0.009915878314032652,1,2,20,1000,"{'randomforestclassifier__max_depth': 1, 'randomforestclassifier__max_features': 2, 'randomforestclassifier__min_samples_leaf': 20, 'randomforestclassifier__n_estimators': 1000}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,541
56,0.013952851295471191,0.0037592237231968834,0.0023417949676513674,0.001365483656334766,1,5,1,1,"{'randomforestclassifier__max_depth': 1, 'randomforestclassifier__max_features': 5, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__n_estimators': 1}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,541
